,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,average_temp
13,2,Oklepávání,10083.4,3157,3535,139.9,Run,Run,0.0,8860244313,2023-04-09T12:44:37Z,2023-04-09T14:44:37Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,0,28,0,1,0,False,False,False,False,everyone,False,,"[50.753804203122854, 7.010670248419046]","[50.75264775194228, 7.00738538056612]",3.194,4.327,83.7,True,163.4,185.0,False,True,167.8,55.4,9507091126,9507091126,garmin_ping_268399848854,False,0,0,False,62.0,54425577,1,a8860244313,gzwtH{}wi@h@rAp@rAb@Pt@p@\LPNBFFX?j@DP|@xCLl@?NTXDj@Nl@[l@IX_@h@m@Vw@v@?FTj@l@t@xAx@p@X~@v@N\Rn@Lj@Ph@Th@JH`@W|@EPOBmALo@X_AZk@\c@fAs@n@k@`@[RMr@k@ZKd@FX^LHd@fBZr@ZbA`BpC\jAFh@Lf@x@fCr@jCN\XMNW]h@IR?NNtBDJBBLE^c@pAyC^_@tAaAh@QXSVEV?NHDRCZoA`CGPK\k@vCWzAIZAp@MvAMhCNp@Xd@HFRKd@wArAuCd@u@VQc@n@[j@iBrDUn@?PJ\bC`FNx@t@|AXnA`@hAh@lAAR}AnEC`@DP~@dAZz@r@hAb@fAVf@b@h@Pp@V`@^Pb@Hn@ZlAz@RX|@t@`@Vp@h@\R`@f@Vh@\vAnAnCf@x@f@b@rBvAZX\R`@\`@VrBx@p@h@p@ZvAhAb@VvB|At@ThAh@bAz@lDjAtE|C`@PZ\b@\`@b@hAv@xAh@z@h@d@d@jAl@p@t@h@b@rAxAvArApAbB^n@~AfD^~@Vr@|@vBLR|BxEd@v@Vl@\d@`AvBl@pBJr@Dx@Er@Qp@gCp@}A~@oAf@}BrAm@JyAi@e@Ig@Lm@GgAo@IIq@{@a@w@q@qAo@wB]q@{@kASa@]g@Y{@k@oBM_@s@}Ay@sBc@o@]m@k@e@a@SkAc@u@a@m@Mw@B}@JyAh@aAR]PILM{@Y_@q@q@cA{A[k@U}@ScA[c@}Aq@e@[SESWaA[q@c@KC[UeDaBo@a@oCqAw@[o@]g@a@cCkCYe@Ww@u@eBeAkAc@q@eAaC}@kBcC_EcC_HQo@KU]gAg@iBgAmDSu@sAmGUw@i@wBYyAUu@i@yBSaAi@uBWiGc@wD?gADkA?_BMMC?g@f@EAsBoE}@}BmAqC]aAQs@B{@Pk@r@}@Rg@Gk@]]i@a@e@IyAh@[Fm@Ow@o@S?_@F]VYT[`@_@\_@Ec@Yq@k@w@gBc@eBe@mCUu@Gc@_@]?GGCQYw@kB,2,,,,
14,2,Richtiges Expresso,35900.1,5066,8393,82.0,Ride,Ride,10.0,8854235283,2023-04-08T12:01:28Z,2023-04-08T14:01:28Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,0,31,0,1,0,False,False,False,False,everyone,False,,"[50.927301133051515, 6.972421193495393]","[50.75359733775258, 7.011003093793988]",7.086,11.303,,True,139.4,171.0,False,True,59.2,38.2,9500719889,9500719889,garmin_ping_268244943306,False,0,0,False,31.0,54425577,1,a8854235283,edzuHkzpi@qIrG_@f@eA^gAC{@f@g@QmD^aA`@eCPaBA{Fq@_@b@UjEBdIz@v_@Z~CdAbDLVr@Jx@n@LDDU^wHGcFxHD`CXzBt@~CZfKGvBSxC{@rCmBdHwGh@WxF}E~C_B`ToH`PkHxDoBZ[x@OnJmFHQDw@~B_A~@Q|FaEdT_QvKyJvHwHvI}JrLaP~@_A|@e@d@q@tCuE|CaG|EoKPEbCuDlEeFfDeFhHcJ?Sc@aA]kE?iA^qGEw@e@oBAk@fAwIzAgJtAXPe@ZuFz@y]bCqc@BgC`AwWJ}HGiDDoHv@wVw@sH[{@_@]OsAK_CNaFAsIW{Cc@sCx@yRVoCp@eEfCiLN}BpCkH|D}GhDaEbJgI~CaCrAm@pG{AnBAbGj@zHbDjI|J~ApCfF|L~BrGrHhVn@lC|DhQlBjMjEtS`CbKhB|GzC~ItFvMlFjLq@p@FDb@k@HzOpJrUNNxBwCZSfBW`CdAvCfCbAhA~GhKfEdFrDnDtHzJ~BlCpEpIbG|NtElN`HdWbIr[vDxM|@lEyAlA}M`IAp@lChKx@|AfAxAG^k@^S?}A}C}B{Gc@QYLAd@\tBt@xB`AjBbFfHdC|DXv@n@t@N?TWjBvAzAp@pH|AbHnEfD|@fCFhHgA|E?d]fEpB~@|ApAxFlH`BxA|BxAnBn@zBT|AEvAQx@m@QcB[y@k@]oBMg@SJwGNw@|DKhAi@v@aAj@wAnHmYb@iA`IoHjG_F^i@B}Ck@_C`@sA`AyA^qD`AqBUkADm@Og@?OLABKc@Z_@p@AQRw@`@w@`@c@f@Q\e@hBgGt@yDfAcKJqBvAoe@?gGZk]k@sSt@}M\wCfAyFlAgIh@qCnBwHfEwKvCiFtAkBzDyDlQuL~EuBpKmDxCw@lFy@tUgAlH@tUl@b@Hj@v@LDEbDFX`@^lGd@pCAzRoCjAP^ECmAg@yDFa@PU~B}@nC_@bHuChEqA|F{CxH{E`LaJbLaKxGwGzNwP`J_NrN_\rDuJzA_I`@eARBZhBh@v@^Q`AyAj@c@xAsCXUXTpEdLJb@MT{K|K]h@|AhE|ExKdCzDlGzMhEzLbBhDjA~CzF`LlDhG~@nBr@zB|@fA~H|O`D`GNHpHlSX`@f@|B`AzDdApCtCnFhDnHnBtG~AhKF`AST?Jf@hGQ~HLbCTjAn@xA?l@f@D`@bBPF^c@,2,116.1,588.1,False,11.0
15,2,Koloín,23645.0,3378,4966,56.0,Ride,Ride,10.0,8853269572,2023-04-08T10:36:22Z,2023-04-08T12:36:22Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,0,21,0,1,0,False,False,False,False,everyone,False,,"[50.7535204757005, 7.010918436571956]","[50.927270371466875, 6.972407950088382]",7.0,10.592,,True,148.8,170.0,False,True,58.0,40.6,9499697498,9499697498,garmin_ping_268225585067,False,0,0,False,34.0,54425577,1,a8853269572,cbxtHq_xi@_@t@BJALG[MCGKQiAOa@QGSL{CfF}AbD[ZCj@NLFCJSJw@H_@l@yA?SGWgBqDMUKEKOa@}@m@eAWRSHi@AaE{@_Co@[FMJeEpFm`@bi@uBlC}@xAS`@Er@XvCJjBB|DQf@oAtBkE|GoBxCW\YRi@LkHv@cLxBwAP{ACiIk@oDOmAO{ACuG_@yWqFwBOaAFgAReKjCsFMKLD`@VtADd@MzB]lED`AAn@OBaCIkE?kAD_EXgGhAyNdDgFp@OHc@NqADyF@yQScDXiDd@uA\oANOPEj@DpBMh@[Zy@JcA`@i@d@gBxCiA`CkApCMh@m@vAqBbGeAfESb@Oj@wBdIeBnF_AfC{@lB{AbDQX}@fBmAlCm@~AEHOH[DIGSYi@}@yC{DqIuMmAaBiBuCcAoBcAiCuAaCUSMe@GEOJOf@a@b@sAtCk@rAaB~EaI|Sw@jBoBdF_@TG\Cp@Uh@gFbK_@^uAdC}@jAsHdJgBhBy@b@_@HqEd@c@MKIU[wAsCqCyLy@gEEAOJSB]YIe@U@qFjBsEpAeARQAEGM?MFSXSHiCTuAE{@KkAY{@][OsAaAg@e@sBaC{AqBqB_CgBuAwAs@mBa@mBUmWmCyC?oH^gCFs@CQKGKAB@DAF[As@M{@]kD{BeBaA_Bc@gDi@s@QoAk@iB{AMXSD[i@UI@PE\q@~BYh@_@f@e@f@y@l@eHxBaBl@KLY|@M|AENOP}CLgAJyB^sAHqLf@{Gd@gEDoCJgStAqBDQE[Xg@J{@LsFh@uGb@wBViFv@qGlAeJtA}ANaHdAcAFsGjAqDh@wJfA_Cd@yALcCn@gCRuATwBLiAHm@NQAg@_AgAeCwAoDy@sCkAkDgAuDiB}EiByF_AiCoAkE[{@uByEkCqEs@uBe@qBMs@k@wBKK_@mAa@eAmBaEmAoDu@_EQe@OIyJhGcAj@uA^yDj@aCTkBZiCN}A^i@\KNk@zA_AjDsAzFEFKd@OXQM_@mAWi@GK_@W[k@W{@e@iAq@mBe@kAw@wA_@Wg@IQc@]k@]NgAhAc@h@i@f@cLzM_GlG{BtBoFtFoKnJqNnLqDjCuFxDkChAg@XCH?JHj@CBqB~@yGvDa@Fa@XY@?JC?Om@gDaVu@{EkBuMGs@GGFA@DKa@]Zq@`@aK`H{ItF_Bv@cDrByCvAqAt@_A^}@d@,2,108.9,368.0,False,11.0
16,2,Vodhoven,10052.4,3167,3702,129.2,Run,Run,0.0,8849018600,2023-04-07T15:07:59Z,2023-04-07T17:07:59Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,0,26,0,1,0,False,False,False,False,everyone,False,,"[50.753774363547564, 7.010924136266112]","[50.75260592624545, 7.011002255603671]",3.174,4.517,83.1,True,159.1,184.0,False,True,168.1,54.9,9495227765,9495227765,garmin_ping_268102012046,False,0,1,False,46.0,54425577,1,a8849018600,ezwtHq~wi@t@dBZb@~AnA`@VDH?bARz@`A|CRx@d@jADVADUXo@rAaA~@Yb@DZ\`@RzANh@XhBPv@Tl@z@zAb@\XN^?TKb@e@^m@^Yl@EHBBCFQEa@BVNz@X^PDj@?lAi@d@ELBlAjAJT@h@Uh@{@~@Sn@a@zGB`Aj@fCt@vBFLd@b@hAbB^ZNGVo@Zg@j@gAZQLVAx@D`AEn@B|@HfAFZHxAT~FPl@ZxAZfAh@~Bp@lCn@tB~@hEx@dDv@nC~B~GhAbE\bAxAfCn@z@h@`A\`Ab@bAf@x@|A|A\h@Zx@^`BJPjDfDfAh@dBj@hAj@TPd@Vn@TXPd@N^TJDxAdAtDfB`@R`@ZZn@NfAj@pAl@~@^f@lAfAPTbB[lAg@f@Mt@Al@D\Nt@PnAd@j@f@rBzCXt@b@r@v@`CPr@l@zAXd@l@h@`@p@b@`Af@jCX`Ad@v@l@t@\Xt@V`@HXOh@Ib@LhAb@JBf@Wf@g@d@Wd@IdAi@h@]nAo@b@?zA[BEEBD_AE_BMo@Qg@aBwCKI}@}AmAkC{AyCk@aBsAeDcC}DqAaByAwAiAmAkAeAm@c@sC}Aa@]_@Si@_@cAm@UImCsBkAk@aBaAyBcAoBsAa@Sk@Oe@[o@k@_@UyAgAeAg@k@a@eBu@m@QuA_AyAoAs@g@e@i@[c@c@o@sAaDMq@Uc@s@y@a@Yy@c@[a@[S}@g@iDyB_@k@Q_@sBrDcAbCc@|AUXYz@OZm@n@S?KU?EY_@COM[iA_ECK_@kA}@kDe@{BQi@_@_BaAqEm@oB_@yBW}@]y@GwACiBG}Aa@cDCq@@qEMIC@KN]x@[d@[n@a@ZYS_AyAeAwAUm@Uy@a@cBIc@Eu@^gGNcAR]`@a@^g@BWG_@[a@s@e@e@A_Bj@U@OCICg@i@GSCcAD}@Jq@Ty@^q@^]LIf@a@f@[|@s@TIZ_@LCb@UBKMcAUo@QuAc@qB_@}COo@I{A]yB@WLc@b@e@@QUOM]Qw@c@][i@Wo@We@s@cASXuA|@e@RS?q@kACAQBe@f@c@l@[@,2,,,,
17,2,Evening Ride,15844.0,2794,4107,40.1,Ride,Ride,,8844363116,2023-04-05T18:36:41Z,2023-04-05T20:36:41Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,15,20,0,1,0,False,False,False,False,everyone,False,b11015698,"[50.70992125198245, 7.15213380753994]","[50.753455348312855, 7.010758677497506]",5.671,9.979,,True,102.2,133.0,False,True,61.5,49.5,9490340542,9490340542,garmin_ping_267969887372,False,1,0,False,6.0,54425577,1,a8844363116,mnotHsrsj@qAfD}@zFOpBAz@D~APpBJp@Nl@NtAAlBOzA{@hC[p@q@dAaB~BeA|@_@`@gAdBcApDe@hAGp@k@xBYf@Kd@EdAB|@l@jBRvABf@Gl@Wz@e@`@MTGZE^Cr@JbADNf@jAFX@ZAXId@IVc@t@GFs@^U@_@Aq@ISN[p@MLYJG@OCYM]B_@VCTEDe@R{BzAa@r@wC|Mi@nBeAbCWfAg@l@IXaBrJi@pCo@vCsBbIgBzFmAdDiB|DiAzBgCpFiC|Es@jAaBpCwC|EeDpEwDjE{@z@eCxBaB`Bu@XSLaCxAwDfCWJ_@VARIJiAf@yC~AWFy@Mc@D_@Tc@NgBh@eGvBoAj@_Aj@}Aj@c@LiAPi@R}@EaBd@cGtAa@JQHiDt@eCb@sBd@eCn@_Bl@_@R[\o@RwB^aB\yNlD_EpAeAPyCdAm@PmBv@cCxAwHpDuChBwAfA}AvAmH|HeApAMV?^Tl@j@pCb@hBfArDd@|@NjAMj@aAzAe@bAgA|AsB`E{BzDkEzIuBhDOjAOh@uGvOU`@SRc@RgATMTa@fAGFE?WYMGg@DSEE?IJYj@i@pAiAbCwAbCUx@WvAiAjBkBjDk@jA}BzFiDzJcA~CuFxRkAtE{AvFqCdLwB~GOr@mBfGEV@TXz@f@d@f@p@tE`H|K`QhAfBxDtGbCpErBpD\d@LDRSpAeCTWv@{A`AaBRT`@`AEfAEb@EF?EiKtHmApBi@t@qDlE_@p@[\GTGl@g@~AS`AiBnLy@tDm@jBq@`B{@bBoAvBq@z@yL~PoAlBg@`AX`@Jb@dAhCdB`DbClFx@lB`BdFrBfFXl@`@j@^rA`@x@Xp@tGhMd@p@r@pAhA~Bt@fBJ^dCfErAnC\b@L`@nCxFnDrGDAFKBAEFAHF\L^P`@b@nAfBjEbBbFh@pAZ~@L|@tAbFbAdCpChF|BvEf@hA|AdFZzAr@tEj@~EDr@EGE@CDCRVzD?tBOlFR`ANxA^tARTATGZ?BHFJGLAB@ZvAZTVWDI,2,,,,
18,2,Morning Ride,15045.3,2468,2873,40.5,Ride,Ride,,8836509066,2023-04-05T06:03:39Z,2023-04-05T08:03:39Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,11,18,0,1,0,False,False,False,False,everyone,False,b11015698,"[50.75497389771044, 7.009741365909576]","[50.7078134547919, 7.1295074466615915]",6.096,10.472,,True,153.5,175.0,False,True,66.1,49.5,9482079337,9482079337,garmin_ping_267757654159,False,1,0,False,33.0,54425577,1,a8836509066,mhxtHkzxi@G_CeAsHi@}CWoAq@_CmAcD{BuEY_@eBaDm@mAuA{Di@yBi@gCe@gAiBuFeCuGc@cAMk@UIsD}GcCcFIc@SAa@aAiBoDeBeCWkAuAsCaAqBs@_AoFoKqAoCSo@CUKUQ]W]Q[y@sBaAqCwAkEgAgCc@{@y@kBsC{Fq@cBGe@QSU@EGNAf@s@l@aAfD}EpC_EtAuBpC}Dr@eAj@eAf@kAjAiDz@mDxAsJl@eDb@sADc@Q@GFkAvAFE@S~@eATQRK\]Vi@vBeCxAmBbBmC`AmBDW[sAGMiEkHuDuGyIgN}BgD{EwHYo@kAw@SSOUMs@Bc@zCmJzAcFdIi[jFeRp@wBp@eBDCB@DFGM?OpAyDxBsFdAiChDqGp@kAJc@Hw@Pg@Te@TWx@yAzBoFLGTDf@I~@yAHARNZNZa@`@Gp@a@\i@~@aCfAgCbDkHC?@WBa@DQjB{Cz@oB|BuEx@sA`HsMf@sAn@oAj@aAVYnA}Bz@iBCCCR[f@c@|@aAdB_@d@K@Gg@AaAFc@NYn@m@P]i@iB@GDK|@y@q@f@W`@e@f@sBjBE@[o@i@aC_@iAGKBQEQIaAJa@X[vEyEhDsD~CmCxCiBd@Sx@WvDgBhBu@pAq@fBq@nBo@tBi@fBs@|E{A~@KvBe@xBi@bCg@pDw@x@[j@a@`G_Bv@WpAWr@WzDo@z@STMx@[x@OtD{@|AW|@U`@@d@ExAc@|C}AzBu@rHsCt@Qt@JJ?x@UfFsCjBgA^Y\m@ZWpAu@`Aq@dAm@vBwAzFqG|AoBlBkC~A_CrA}BZe@fCmEjA{BzEqJhDoHvA_Ed@_BLSNENF|@|@t@n@xBhAn@J`A@dAWfAq@zDgFTQFHh@pBnBhGDBHERWDCBB?RTn@@BP@^[v@w@xE{FtCaDx@o@HAPMh@}A~ByCvEyEhGeG,2,,,,
19,2,Domm,15248.1,2459,4277,26.0,Ride,Ride,10.0,8832360880,2023-04-04T16:25:29Z,2023-04-04T18:25:29Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,0,17,0,2,0,False,False,False,False,everyone,False,,"[50.70776743814349, 7.129231095314026]","[50.75356397777796, 7.010833360254765]",6.201,9.759,,False,,,False,False,71.0,57.0,9477722666,9477722666,garmin_ping_267636573304,False,0,0,False,,54425577,1,a8832360880,ciotH{aoj@mC`CgF`FyDdEc@r@KIMQSDAKOc@E?g@R_@b@[r@oA|AkAhA]d@kCpCaBjB]r@ERMRGBo@sB_@s@y@uCg@uAYkAs@{Bm@wAY{@OkAg@{@[mAKo@?Qx@_Bv@mABM@m@O_@Wi@aA}BOU_@w@EC_@VYDQ\uB|M_BlIyB~Hu@hCaAxCoA`DiAfC}ChGeApBmAhBe@dAw@zAaDrFgElGw@fA_E~EsBrBoD~Cm@`@}CfBu@l@OVyKzFKDa@Aw@IMDgLdEqAl@iAr@u@XcAVwB`@kAX{B`@}@TgKzBu@RaH`BSJqBl@g@d@m@P_Cn@qAV{A^{EdAkAR_Dz@uDhAs@P_Bl@uAb@cBp@{JzEq@RmAn@eBfAuA~@cB|AkHtHqA`Bu@p@AJ@@XIHXDn@LtAt@vDXzB`@hBFf@@PKR[`@C^OdA}AxDwA~CwAfCuEjJqBfD[zA]bAgA`CuB`FcAxC]f@_@N{@P[^k@nAQ@_@W}@LOIYb@i@jAi@bA{@jB{@pASj@Oj@Kz@aEhIgA`CyBtFgE|LyDrM}EnQqAnFcBbGoAhE?Fl@cBVKQRQNc@rAoC`JMn@P~@`AbAlAjBPRNZfFjIbJnNrBhDbDvFhBfDtA~B?DaB`D}@|AaAvAwCrD_AvAE\Qt@a@pAg@fCkAfIu@jDi@dBg@tAm@xAsAbC{ObUaBlCC@X\Jv@Zp@Tp@rCxFpChGjBrFx@zBn@zAl@rAX^\hA~AjDhF`Kv@dAv@|A~AbDXv@XdAVp@j@l@PZbB~CVl@FFLRPh@pB~DbCnEr@vADFJDJNRl@Zt@fCxGtBdGLNVr@FVDn@v@~Cj@bBbAbCnDxGzA`Dr@nBn@rB\tABt@bA`It@xIDhCEpAKbB?n@LtBFf@d@hB\n@@JCT@FBBLET@J^LbAJPD?ZYDK,2,82.6,203.1,False,8.0
20,2,Hokna,14497.4,2281,2673,33.0,Ride,Ride,10.0,8828831458,2023-04-04T05:57:15Z,2023-04-04T07:57:15Z,(GMT+01:00) Europe/Berlin,7200.0,,,Czech Republic,0,25,0,1,0,False,False,False,False,everyone,False,b11015698,"[50.75345710851252, 7.011071909219027]","[50.708339251577854, 7.129831239581108]",6.356,10.187,,False,,,False,False,37.2,21.2,9474000836,9474000836,garmin_ping_267554751409,False,0,1,False,,54425577,1,a8828831458,gbxtHw`xi@Yr@SZG?GIE[S_BEMu@mAa@mAGWOmBA]BsAJiCBcBA}@Au@OwA?QCa@Mm@c@yD_@iCi@sCk@wB_AsC}B_FyDiH{@yB{AuFIs@Sk@Yi@iC{HiByEi@oAIc@OECE[o@Yc@m@mAaAeBuC{FG_@QEYg@Og@_AoBUa@o@{@i@aA_@qAQe@qCqF}@oAwAkCmDgH_AqBUaA{@qA{BeGsBiGmAcCg@qA}CuG[{@Ue@G_@CU@[LYz@{AfAgBxFgIrAeBtBiDnBsDfAoCbAqDbAiF@MIO@Qb@}Cl@}Ch@eBFo@f@q@N]RWzD}E`BiC~@iBJ]]u@CYMe@sAkCeGmKsAyBqDyFcD_FuBkDaCsDk@cAK[MOWCcAaAOu@A_@rCqJvAcFlAuEjA_EhCiKxAcFd@iBbDkLzEaNnBaFzCoGzAoCJc@Hk@Ty@tA}BjCeGJEJFr@OTYXm@HCTJV@^Ur@Qj@i@zAwCzE_LJWBq@DSP_@pAwBhDaHDWMi@o@kAEGQC]PI?_@]}@aBc@uAJs@`AoEhBiHf@yAl@wA|@mBvAkBxF_HdFwFdBaBjBuAzBqAXOdDoAjIyDjA]fBm@zA_@vCeArBo@tKeClGqAr@Yx@m@LEbB[~C_AzD_ApE_AhA_@dDq@bAYfCg@h@Il@?l@MxAm@fBcA|Aq@~CgAjCeAfBo@ZCj@Jl@GtAq@rEeCvAu@XUVm@HIfDmB`BkAhD}CjAiArAyA|AmBpBoC`BeClDaGnEaI|CeGbDiHzA{Dt@eCTWZPzCxBN?PF^VhB^h@Cr@Qf@Ut@y@`BuBjA_BDGN@NRjC|IHAl@[xCqDxFyHRe@NON_@\WhAk@pBuBPW`@[dHkHxAsA,2,,,,1.0
21,2,Verabschiedungsgruppenrundenlauf,9844.9,3110,4053,142.5,Run,Run,0.0,8798648276,2023-03-29T16:11:48Z,2023-03-29T18:11:48Z,(GMT+01:00) Europe/Prague,7200.0,,,Czech Republic,0,36,0,10,0,False,False,False,False,everyone,False,,"[49.226578027009964, 16.57237423583865]","[49.22710717655718, 16.570655861869454]",3.166,5.867,84.9,True,157.1,176.0,False,True,307.6,295.3,9442231101,9442231101,garmin_ping_266671472468,False,0,0,False,48.0,54425577,1,a8798648276,gwmkHakcdBa@Jp@?bAu@VI`BwAt@g@~BaApBsA`@]Vk@Fs@Es@k@uAYYa@Ie@FwDlC[ZWf@sBdBgCjBUx@Al@Fn@Vl@`@V\B~AgAVY_DzA`Ay@bC{AoE|CNApAkANYJ?FOLITG`@_@Pi@Bw@Ig@KS]We@DqCpBQROh@Ad@@VPf@RRVF^GfD_CLU?_AE[Ym@a@Q_@HuCpBWr@E|@Nh@b@\b@A|CuBPWDUBy@EYO[OUWIi@NgB|Ao@`@MNIf@Dx@Pd@DF^Nj@IfCiBJKVm@?{@Qu@]Wi@@wCtBQXGTCb@@ZJb@PZ`@NNCXKxC{BLc@@m@Io@[i@a@M_@LiCtBOVOx@AXFd@N\NLb@B^Or@m@|AkAHQJm@I}@Ye@g@MYHcD|BKZCr@Hn@Xb@`@Ln@Qf@[lAaAZe@Hc@@[Ec@Ma@KO_@OWD{CxBMXGXE^@ZNj@LN\NP?d@UhCgBHOHc@@y@Km@QWi@Q]JoAx@aA|@Yn@C`ANl@LN^NXAbCeB`@c@Pi@?UAe@I_@QYOKa@Au@`@sBxAOXGn@?h@Pd@XXd@HVIzB}A`@s@Fs@A[GY]i@]K_@Lm@^aBpAUl@Cn@V`A\Vd@CdDwBN_@Ho@Go@Oa@Y[o@AmCrBYh@K~@Dd@FTPVXJ`@AVOnAeA|@_ALk@?e@I_@Sc@OKMCa@FeDfCMXAL?r@Lf@^d@^Fb@Q`@Y^_@t@g@Zc@Ly@Go@Ym@WMY?qClB_@`@GTG`@Fr@FRX\f@FXIvCqBN[Dq@Gm@Qg@UW_@A[JoAx@cAfASt@Bp@Tr@TL`@B|@i@hBuAHOHc@@[Iq@MS[[_@EYJ{CbCMjAHh@R`@`@R\?f@[~@}@x@k@Ro@@e@Ec@Qg@_@U]@uCtBQRIPG`@@b@F`@Rb@d@Nd@OtCqBLWFi@Ai@Qk@UYm@OgCfBa@l@Ox@Fz@\j@f@FbBaAb@]XWVc@DU?q@Gc@ISKOWMg@FcCjB_@RKXGb@@b@F\J\d@`@xCsAh@GjBmAjAc@vCqBb@g@Ps@@}@Q}@Qe@Ya@a@O[A]JoCnB,2,,,,
22,2,Větros,7905.3,2286,2289,7.7,Run,Run,0.0,8786408343,2023-03-27T14:30:22Z,2023-03-27T16:30:22Z,(GMT+01:00) Europe/Prague,7200.0,,,Czech Republic,5,25,0,2,0,False,False,False,False,everyone,False,,"[49.18078215792775, 16.60474045202136]","[49.1808972414583, 16.604611538350582]",3.458,5.265,84.9,True,160.5,173.0,False,True,204.3,196.5,9429379488,9429379488,garmin_ping_266336196661,False,3,0,False,42.0,54425577,1,a8786408343,u`ekHyojdBH}@DUBu@ACf@cBP}ANs@Lc@^}@^q@~@aAz@q@xAeBpBkCfAmAZg@d@o@P]RWz@wA\iAf@_@Zi@j@a@V[`@}@rBgF~@sBbAmBfDoEXYb@UpAYNM`Bq@NK|@Ep@MfEsAnAYj@Q`@C|AD`@SVOlAe@rCg@v@MLYs@gE?SR_@Za@^[t@m@hBgAVDVf@Rz@`@d@r@Tf@Kb@WpB{ApBaBfAcAd@MvALpC_@~A_@h@c@f@SbAg@`BqAd@o@n@c@`@QX[dCWb@Sn@OrAOd@OzAQhAHfABb@Fx@RXP^Id@El@JlACv@Fb@?p@KxAAd@E`AOn@GlAc@XS@WEa@[_BUQE?e@VsB|@k@LyADaACuBU[AmBBaASqBFk@CS@m@NmAIa@Jm@j@a@Rm@LYB{DpAs@h@i@V}@j@i@Xc@\gCfAs@^{@Zq@Le@Ai@Ba@N_@R}@G_@?e@LkBHkEl@e@BcCn@}DtB[l@_@d@kAtA]RKJSTa@t@u@v@q@Zc@LSRc@Xc@TCDe@TEBY@y@l@_@b@a@Xo@L}@VyABg@HCDAJHz@?|@ELIHo@Rq@f@KDq@Fm@Tk@NuArAmAdBUj@W`@qCbGmArB]b@MH[^Yj@a@l@{@bCu@fAYj@qBbCa@^c@j@uA~A_AtAgAbAm@d@]d@OZg@xAS|@Kr@S`B?x@@RFR,2,,,,
23,2,Šwimec,0.0,2559,2559,0.0,Workout,Workout,,8786407090,2023-03-25T07:16:27Z,2023-03-25T08:16:27Z,(GMT+01:00) Africa/Algiers,3600.0,,,Czech Republic,0,12,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,True,140.7,174.0,False,True,201.4,201.4,9429377991,9429377991,garmin_ping_266336165276,False,0,0,False,14.0,54425577,1,a8786407090,,2,,,,
